name,target_rva,target_size,source,notes
?switchToContext@ControlBar@@IAEXW4ControlBarContext@@PAVDrawable@@@Z,0x0049E780,1251,Code/GameEngine/Source/GameClient/GUI/ControlBar/ControlBarProcessCommandTransitionUIThunk.cpp,reloc-derived;call-sites=1;identity=real
?reset@ControlBarScheme@@QAEXXZ,0x004AD250,357,Code/GameEngine/Source/GameClient/GUI/ControlBar/ControlBarScheme.cpp,reloc-derived;call-sites=1;identity=real
?setControlBarSchemeByPlayerTemplate@ControlBarSchemeManager@@QAEXPBVPlayerTemplate@@_N@Z,0x004ADE40,454,Code/GameEngine/Source/GameClient/GUI/ControlBar/ControlBar.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_004b05d0@@UAE@XZ,0x004B0350,91,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
?gen004B4010@@YAXPAX000@Z,0x004B4010,539,Code/GameEngine/Source/Common/ExplicitThisForwarders.cpp,reloc-derived;call-sites=1;identity=generated
?gen00032943@@YAXPAX000@Z,0x004B4FF0,86,Code/GameEngine/Source/Common/ExplicitThisForwarders.cpp,reloc-derived;call-sites=1;identity=generated
?gen004B5530@@YAXPAX000@Z,0x004B5530,951,Code/GameEngine/Source/Common/ExplicitThisForwarders.cpp,reloc-derived;call-sites=1;identity=generated
?BfmeGadgetListBoxSetAudioFeedback@@YAXPAVGameWindow@@_N@Z,0x004B7AE0,21,Code/GameEngine/Source/GameClient/AptScreenFactories.cpp,reloc-derived;call-sites=1;identity=real
?adjustDisplay@@YAXPAVGameWindow@@_N@Z,0x004B7B20,299,Code/GameEngine/Source/GameClient/GUI/Gadget/GadgetListBox.cpp,reloc-derived;call-sites=1;identity=real
?adjustDisplay@@YAXPAVGameWindow@@H_N@Z,0x004B7CA0,135,Code/GameEngine/Source/GameClient/GUI/Gadget/GadgetListBoxSetBottomVisibleEntry.cpp,reloc-derived;call-sites=2;identity=real
?gen004BC7E0@@YAXPAX000@Z,0x004BC7E0,114,Code/GameEngine/Source/Common/ExplicitThisForwarders.cpp,reloc-derived;call-sites=1;identity=generated
?rva00793de0_inner@@YAXPAX@Z,0x004BCCE0,402,Code/GameEngine/Source/Common/Rva00793DE0Call.cpp,reloc-derived;call-sites=1;identity=generated
?gen004BE340@@YAXPAX000@Z,0x004BE340,744,Code/GameEngine/Source/Common/ExplicitThisForwarders.cpp,reloc-derived;call-sites=1;identity=generated
?gen004BFBE0@@YAXPAX000@Z,0x004BFBE0,806,Code/GameEngine/Source/Common/ExplicitThisForwarders.cpp,reloc-derived;call-sites=1;identity=generated
?PopulateInGameDiplomacyPopup@@YAXXZ,0x004C3800,1194,Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Diplomacy.cpp,reloc-derived;call-sites=2;identity=real
??$__find_if@V?$reverse_iterator@PBD@_STL@@U?$_Eq_char_bound@V?$char_traits@D@_STL@@@2@@_STL@@YA?AV?$reverse_iterator@PBD@0@V10@0U?$_Eq_char_bound@V?$char_traits@D@_STL@@@0@ABUrandom_access_iterator_tag@0@@Z,0x004C4530,154,Code/gen_small/tgrid_004.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_0058fdf0@@UAE@XZ,0x004C56E0,26,Code/gen_small/dtors_006.cpp,reloc-derived;call-sites=1;identity=generated
??1Mem004C5700@@QAE@XZ,0x004C5700,112,Code/GameEngine/Source/Common/BigTwoMemberDtors.cpp,reloc-derived;call-sites=1;identity=real
??1Mem004C57D0@@QAE@XZ,0x004C57D0,112,Code/GameEngine/Source/Common/BigTwoMemberDtors.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_004c6100@@UAE@XZ,0x004C6130,85,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
?MessageBoxOk@@YAPAVGameWindow@@VUnicodeString@@0P6AXXZ@Z,0x004C6730,259,Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/DownloadMenu.cpp,reloc-derived;call-sites=2;identity=real
??$append@PBG@?$basic_string@GV?$char_traits@G@_STL@@V?$allocator@G@2@@_STL@@AAEAAV01@PBG0ABUforward_iterator_tag@1@@Z,0x004D4FC0,338,Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/PopupHostGame.cpp,reloc-derived;call-sites=2;identity=real
?PopulatePlayerInfoWindows@@YAXVAsciiString@@@Z,0x004DBE80,4126,Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/WOLWelcomeMenu.cpp,reloc-derived;call-sites=2;identity=real
?grabMultiPlayerInfo@@YAXXZ,0x004E8050,568,Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/ScoreScreen.cpp,reloc-derived;call-sites=1;identity=real
?getFilename@WindowLayout@@QAE?AVAsciiString@@XZ,0x004EA450,32,Code/GameEngine/Source/GameClient/GUI/Shell/Shell_findScreenByFilename.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_t_004f9c00_p12cd@@QAE@XZ,0x004F10B0,89,Code/gen_small/tgrid_117.cpp,reloc-derived;call-sites=1;identity=generated
??4GameSpyStagingRoom@@QAEAAV0@ABV0@@Z,0x004F15B0,344,Code/GameEngine/Source/GameNetwork/GameSpy/PeerDefs.cpp,reloc-derived;call-sites=1;identity=real
??$append@PAG@?$basic_string@GV?$char_traits@G@_STL@@V?$allocator@G@2@@_STL@@AAEAAV01@PAG0ABUforward_iterator_tag@1@@Z,0x004F2260,338,Code/gen_small/tgrid_004.cpp,reloc-derived;call-sites=2;identity=real
??4PeerResponse@@QAEAAV0@ABV0@@Z,0x004F68C0,534,Code/GameEngine/Source/GameNetwork/GameSpy/Thread/PeerThread.cpp,reloc-derived;call-sites=1;identity=real
??0GameSpyStagingRoom@@QAE@ABV0@@Z,0x004FA490,395,Code/GameEngine/Source/GameNetwork/GameSpy/GameSpyInfo_updateStagingRoom.cpp,reloc-derived;call-sites=2;identity=real
?bfmeStart@Gen_00654F20@@QAEXPAX0PAPAX@Z,0x004FA6F0,97,Code/GameEngine/Source/Common/Bfme5SehStarters.cpp,reloc-derived;call-sites=1;identity=generated
??0?$pair@$$CBUGen_t_004fc4b0_k4@@UGen_t_004fc4b0_p12cd@@@_STL@@QAE@ABU01@@Z,0x004FB2E0,426,Code/gen_small/tgrid_117.cpp,reloc-derived;call-sites=1;identity=generated
?PopulateLobbyPlayerListbox@@YAXXZ,0x004FB500,1398,Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/WOLLobbyMenu.cpp,reloc-derived;call-sites=1;identity=real
?DeleteBanner@@YAXH@Z,0x0050D4F0,149,Code/GameEngine/Source/GameClient/GUI/BannerUI.cpp,reloc-derived;call-sites=1;identity=real
?registerBannerAptCallbacks@@YAXXZ,0x0050D7A0,224,Code/GameEngine/Source/GameClient/GUI/BannerUI.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_0050e1a0@@UAE@XZ,0x0050DBD0,159,Code/gen_small/dtors_006.cpp,reloc-derived;call-sites=1;identity=generated
??0BfmeAptScreenCampaignReview@@QAE@PAX@Z,0x0050E320,495,Code/GameEngine/Source/GameClient/AptScreenFactories.cpp,reloc-derived;call-sites=1;identity=real
?_bfme_showPlayerControls@DisconnectMenu@@QAEXH_N@Z,0x0050E650,100,Code/GameEngine/Source/GameNetwork/DisconnectManager.cpp,reloc-derived;call-sites=1;identity=real
?d_0050e9a0@@YAXXZ,0x0050E9A0,89,Code/GameEngine/Source/GameNetwork/DisconnectManagerTurnOnScreenBfme.cpp,reloc-derived;call-sites=1;identity=real
?removePlayer@DisconnectMenu@@QAEXHVUnicodeString@@@Z,0x0050EB00,488,Code/GameEngine/Source/GameClient/AptScreenFactories.cpp,reloc-derived;call-sites=2;identity=real
?setPlayerTimeoutTime@DisconnectMenu@@QAEXHH@Z,0x0050ED70,226,Code/GameEngine/Source/GameClient/AptScreenFactories.cpp,reloc-derived;call-sites=2;identity=real
?sendChat@DisconnectMenu@@QAEXVUnicodeString@@@Z,0x0050EE90,112,Code/GameEngine/Source/GameClient/AptScreenFactories.cpp,reloc-derived;call-sites=2;identity=real
?updateVotes@DisconnectMenu@@QAEXHH@Z,0x0050EFB0,198,Code/GameEngine/Source/Common/DisconnectManager_applyDisconnectVote_Thunk.cpp,reloc-derived;call-sites=3;identity=real
??1Gen_dtor_0050fee0@@UAE@XZ,0x0050FD90,114,Code/gen_small/dtors_006.cpp,reloc-derived;call-sites=1;identity=generated
?Gen00511C10@@YAXPAPAHHHPAHUQ3HeapCompare@@@Z,0x00511C10,95,Code/GameEngine/Source/Common/Q3HeapAlgorithmFamily.cpp,reloc-derived;call-sites=5;identity=generated
??1Gen_dtor_00512860@@UAE@XZ,0x00511F50,182,Code/gen_small/dtors_006.cpp,reloc-derived;call-sites=1;identity=generated
??$__median@HUQ4Sort005156D0@@@_STL@@YAABHABH00UQ4Sort005156D0@@@Z,0x00512CC0,303,Code/GameEngine/Source/Common/Q4IntrosortLoop.cpp,reloc-derived;call-sites=1;identity=real
??$__unguarded_partition@PAHHUQ4Sort005156D0@@@_STL@@YAPAHPAH0HUQ4Sort005156D0@@@Z,0x00512E40,318,Code/GameEngine/Source/Common/Q4IntrosortLoop.cpp,reloc-derived;call-sites=1;identity=real
?bfmeUnguardedInsertAU@@YAXPAPAVBfmeRecAU@@PAV1@VBfmeCompAU@@@Z,0x00513040,173,Code/GameEngine/Source/Common/Bfme5InsertionSort.cpp,reloc-derived;call-sites=1;identity=real
?Gen005135F0@@YAXPAPAHHHPAHUQ3HeapCompare@@@Z,0x005135F0,259,Code/GameEngine/Source/Common/Q3HeapAlgorithmFamily.cpp,reloc-derived;call-sites=5;identity=generated
?gen00513A70@@YAXPAX00H0@Z,0x00513A70,106,Code/GameEngine/Source/Common/ConstantZeroForwarders.cpp,reloc-derived;call-sites=1;identity=generated
??0BfmeAptScreenInGameChat@@QAE@PAX@Z,0x005160E0,987,Code/GameEngine/Source/GameClient/AptScreenFactories.cpp,reloc-derived;call-sites=1;identity=real
?Rva0051DB00Second@@YAXXZ,0x00516C10,42,Code/GameEngine/Source/Common/Rva0051DB00Call.cpp,reloc-derived;call-sites=1;identity=generated
?first@Rva005187E0@@QAEXXZ,0x00518350,553,Code/GameEngine/Source/Common/Rva005187E0Call.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0051a570@@UAE@XZ,0x005199A0,352,Code/gen_small/dtors_006.cpp,reloc-derived;call-sites=1;identity=generated
?first@Rva00519C90@@QAEXXZ,0x00519BB0,170,Code/GameEngine/Source/Common/Rva00519C90Call.cpp,reloc-derived;call-sites=1;identity=generated
??0BfmeAptScreenLanLobby@@QAE@PAX@Z,0x00519F90,1193,Code/GameEngine/Source/GameClient/AptScreenFactories.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_0051bcb0@@UAE@XZ,0x0051B720,117,Code/gen_small/dtors_006.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0051be60@@UAE@XZ,0x0051B7E0,546,Code/gen_small/dtors_006.cpp,reloc-derived;call-sites=1;identity=generated
_Rva0051D1E0Forward,0x0051D1E0,149,Code/GameEngine/Source/Common/Rva0051D2A0Forwarders.cpp,reloc-derived;call-sites=2;identity=real
??1Gen_dtor_0051e6b0@@UAE@XZ,0x0051D4A0,145,Code/gen_small/dtors_006.cpp,reloc-derived;call-sites=1;identity=generated
??0BfmeAptScreenMainMenu@@QAE@PAX@Z,0x0051F3A0,3411,Code/GameEngine/Source/GameClient/AptScreenFactories.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_00522960@@UAE@XZ,0x005225F0,141,Code/gen_small/dtors_006.cpp,reloc-derived;call-sites=1;identity=generated
?ReleaseWindowLayout@@YAXPAVWindowLayout@@@Z,0x00522740,187,Code/GameEngine/Source/Common/Rva004C5490Release.cpp,reloc-derived;call-sites=1;identity=real
?Gen00525450@@YAHHH@Z,0x00525450,219,Code/GameEngine/Source/Common/BigObfHookWrappers.cpp,reloc-derived;call-sites=1;identity=generated
?Gen00525590@@YAHHH@Z,0x00525590,220,Code/GameEngine/Source/Common/BigObfHookWrappers.cpp,reloc-derived;call-sites=1;identity=generated
?Gen005256D0@@YAHHH@Z,0x005256D0,219,Code/GameEngine/Source/Common/BigObfHookWrappers.cpp,reloc-derived;call-sites=1;identity=generated
?Gen00525800@@YAHHH@Z,0x00525800,220,Code/GameEngine/Source/Common/BigObfHookWrappers.cpp,reloc-derived;call-sites=1;identity=generated
?handle@Gen00038951@@QAEXH@Z,0x00526040,139,Code/GameEngine/Source/Common/Gen00038951Refresh.cpp,reloc-derived;call-sites=2;identity=generated
?clearAndSetModelConditionState@Drawable@@QAEXW4ModelConditionFlagType@@0@Z,0x00526660,518,Code/GameEngine/Source/GameLogic/Object/Object.cpp,reloc-derived;call-sites=1;identity=real
?bfmeGen0002EA91@Gen_00529B10@@QAEXH_N@Z,0x005268F0,544,Code/GameEngine/Source/Common/Gen00529B10Loop.cpp,reloc-derived;call-sites=1;identity=generated
?bfmeGen00029C35@Gen_00529B10@@QAEXH@Z,0x00527220,911,Code/GameEngine/Source/Common/Gen00529B10Loop.cpp,reloc-derived;call-sites=1;identity=generated
?bfmeGen00018C1E@Gen_005291F0@@QAEXH@Z,0x00528B60,683,Code/GameEngine/Source/Common/Gen005291F0Refresh.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00529310@@UAE@XZ,0x00529110,176,Code/gen_small/dtors_006.cpp,reloc-derived;call-sites=1;identity=generated
?bfmeGen0002D38A@Gen_00529B10@@QAEXH@Z,0x005294F0,1214,Code/GameEngine/Source/Common/Gen00529B10Loop.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0052c1b0@@UAE@XZ,0x0052BEC0,302,Code/gen_small/dtors_006.cpp,reloc-derived;call-sites=1;identity=generated
?_M_insert_overflow@?$vector@UGen_t_0052c1e0_p4pod@@V?$allocator@UGen_t_0052c1e0_p4pod@@@_STL@@@_STL@@IAEXPAUGen_t_0052c1e0_p4pod@@ABU3@ABU__false_type@2@I_N@Z,0x0052C050,282,Code/gen_small/tgrid_117.cpp,reloc-derived;call-sites=1;identity=generated
??0BfmeAptScreenObjectives@@QAE@PAX@Z,0x0052C660,1241,Code/GameEngine/Source/GameClient/AptScreenFactories.cpp,reloc-derived;call-sites=1;identity=real
??$__uninitialized_copy@PBUGen_t_0052d610_m12cd@@PAU1@@_STL@@YAPAUGen_t_0052d610_m12cd@@PBU1@0PAU1@ABU__false_type@0@@Z,0x0052D210,120,Code/gen_small/fam_013.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0052e490@@UAE@XZ,0x0052D7C0,232,Code/gen_small/dtors_006.cpp,reloc-derived;call-sites=1;identity=generated
?bfmeApply@Gen_0052F050Owner@@QAEXPAX@Z,0x0052E880,82,Code/GameEngine/Source/Common/S3GuardedDelegates2.cpp,reloc-derived;call-sites=1;identity=generated
??$__median@HUQ4Sort00533470@@@_STL@@YAABHABH00UQ4Sort00533470@@@Z,0x0052ED40,303,Code/GameEngine/Source/Common/Q4IntrosortLoop.cpp,reloc-derived;call-sites=1;identity=real
??$__unguarded_partition@PAHHUQ4Sort00533470@@@_STL@@YAPAHPAH0HUQ4Sort00533470@@@Z,0x0052EEC0,318,Code/GameEngine/Source/Common/Q4IntrosortLoop.cpp,reloc-derived;call-sites=1;identity=real
?bfmeUnguardedInsertAV@@YAXPAPAVBfmeRecAU@@PAV1@VBfmeCompAU@@@Z,0x0052F1A0,173,Code/GameEngine/Source/Common/Bfme5InsertionSort.cpp,reloc-derived;call-sites=1;identity=real
?Gen00530200@@YAXPAPAHHHPAHUQ3HeapCompare@@@Z,0x00530200,259,Code/GameEngine/Source/Common/Q3HeapAlgorithmFamily.cpp,reloc-derived;call-sites=5;identity=generated
??$__uninitialized_copy@PBUGen_t_00531f10_m12cd@@PAU1@@_STL@@YAPAUGen_t_00531f10_m12cd@@PBU1@0PAU1@ABU__false_type@0@@Z,0x005313B0,627,Code/gen_small/fam_014.cpp,reloc-derived;call-sites=1;identity=generated
??$__insertion_sort@PAUS4SortElem12@@US4Cmp00531FA0@@@_STL@@YAXPAUS4SortElem12@@0US4Cmp00531FA0@@@Z,0x00531720,75,Code/GameEngine/Source/Common/S4StlSortHelpers.cpp,reloc-derived;call-sites=2;identity=real
??$__linear_insert@PAUS4SortElem12@@U1@US4Cmp00532740@@@_STL@@YAXPAUS4SortElem12@@0U1@US4Cmp00532740@@@Z,0x00531860,223,Code/Libraries/Source/WWVegas/WWLib/stlport_insertion_sort_s4sortelem12_b.cpp,reloc-derived;call-sites=1;identity=real
?gen00531B20@@YAXPAX00HH@Z,0x00531B20,148,Code/GameEngine/Source/Common/ConstantZeroForwarders.cpp,reloc-derived;call-sites=1;identity=generated
?gen00531C50@@YAXPAX00HH@Z,0x00531C50,118,Code/GameEngine/Source/Common/ConstantZeroForwarders.cpp,reloc-derived;call-sites=1;identity=generated
?gen00531D80@@YAXPAX0H0@Z,0x00531D80,66,Code/GameEngine/Source/Common/ConstantZeroForwarders.cpp,reloc-derived;call-sites=1;identity=generated
?classify@Rva005329Classify@@QAEXPAVRva005329C0Obj@@H@Z,0x00532280,437,Code/GameEngine/Source/Common/Rva005329C0Classify.cpp,reloc-derived;call-sites=2;identity=generated
?_M_insert_overflow@?$vector@UGen_t_00533100_p12cd@@V?$allocator@UGen_t_00533100_p12cd@@@_STL@@@_STL@@IAEXPAUGen_t_00533100_p12cd@@ABU3@ABU__false_type@2@I_N@Z,0x00532B50,281,Code/gen_small/tgrid_117.cpp,reloc-derived;call-sites=1;identity=generated
?gen00532CC0@@YAXPAX00H0@Z,0x00532CC0,233,Code/GameEngine/Source/Common/ConstantZeroForwarders.cpp,reloc-derived;call-sites=1;identity=generated
?gen00532F40@@YAXPAX00H0@Z,0x00532F40,287,Code/GameEngine/Source/Common/ConstantZeroForwarders.cpp,reloc-derived;call-sites=1;identity=generated
?rva00536870@@YAXXZ,0x00536870,240,Code/GameEngine/Source/Common/Rva00536DB0Call.cpp,reloc-derived;call-sites=1;identity=generated
??0S4Guarded0055BB20@@QAE@H@Z,0x00536DC0,1423,Code/GameEngine/Source/Common/S4GuardedNewWithOneArg.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_00539720@@UAE@XZ,0x00538CE0,251,Code/gen_small/dtors_006.cpp,reloc-derived;call-sites=1;identity=generated
?handle@Gen0000C955@@QAEX_N@Z,0x00539110,322,Code/GameEngine/Source/Common/S1GuardedForwardedFlagCalls.cpp,reloc-derived;call-sites=2;identity=generated
??0S4Guarded0055BCA0@@QAE@H@Z,0x00545310,1935,Code/GameEngine/Source/Common/S4GuardedNewWithOneArg.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_00546690@@UAE@XZ,0x00545FF0,293,Code/gen_small/dtors_006.cpp,reloc-derived;call-sites=1;identity=generated
?rva00547730@@YAXXZ,0x00547730,2787,Code/GameEngine/Source/Common/Rva005484D0Call.cpp,reloc-derived;call-sites=1;identity=generated
??0S4Guarded0055BAA0@@QAE@H@Z,0x005484E0,1636,Code/GameEngine/Source/Common/S4GuardedNewWithOneArg.cpp,reloc-derived;call-sites=1;identity=real
?Gen0054BCA0@@YAHHH@Z,0x0054BCA0,219,Code/GameEngine/Source/Common/BigObfHookWrappers.cpp,reloc-derived;call-sites=1;identity=generated
?Gen0054BDD0@@YAHHH@Z,0x0054BDD0,215,Code/GameEngine/Source/Common/BigObfHookWrappers.cpp,reloc-derived;call-sites=1;identity=generated
?Gen0054BF00@@YAHHH@Z,0x0054BF00,215,Code/GameEngine/Source/Common/BigObfHookWrappers.cpp,reloc-derived;call-sites=1;identity=generated
?Gen0054C030@@YAHHH@Z,0x0054C030,219,Code/GameEngine/Source/Common/BigObfHookWrappers.cpp,reloc-derived;call-sites=1;identity=generated
?Gen0054C170@@YAHHH@Z,0x0054C170,220,Code/GameEngine/Source/Common/BigObfHookWrappers.cpp,reloc-derived;call-sites=1;identity=generated
?Gen0054C2B0@@YAHHH@Z,0x0054C2B0,215,Code/GameEngine/Source/Common/BigObfHookWrappers.cpp,reloc-derived;call-sites=1;identity=generated
?Gen0054C3E0@@YAHHH@Z,0x0054C3E0,216,Code/GameEngine/Source/Common/BigObfHookWrappers.cpp,reloc-derived;call-sites=1;identity=generated
?Gen0054C510@@YAHHH@Z,0x0054C510,216,Code/GameEngine/Source/Common/BigObfHookWrappers.cpp,reloc-derived;call-sites=1;identity=generated
?Gen0054C640@@YAHHH@Z,0x0054C640,220,Code/GameEngine/Source/Common/BigObfHookWrappers.cpp,reloc-derived;call-sites=1;identity=generated
?Gen0054C780@@YAHHH@Z,0x0054C780,216,Code/GameEngine/Source/Common/BigObfHookWrappers.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0054d9e0@@UAE@XZ,0x0054CB60,204,Code/gen_small/dtors_006.cpp,reloc-derived;call-sites=1;identity=generated
?insert_unique@?$_Rb_tree@V?$StringBase@G@@U?$pair@$$CBV?$StringBase@G@@URva0054EF10Value@@@_STL@@U?$_Select1st@U?$pair@$$CBV?$StringBase@G@@URva0054EF10Value@@@_STL@@@3@U?$less@V?$StringBase@G@@@3@V?$allocator@U?$pair@$$CBV?$StringBase@G@@URva0054EF10Value@@@_STL@@@3@@_STL@@QAE?AU?$pair@U?$_Rb_tree_iterator@U?$pair@$$CBV?$StringBase@G@@URva0054EF10Value@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBV?$StringBase@G@@URva0054EF10Value@@@_STL@@@2@@_STL@@_N@2@ABU?$pair@$$CBV?$StringBase@G@@URva0054EF10Value@@@2@@Z,0x0054F000,328,Code/Libraries/Source/WWVegas/WWLib/RvaTreeInsertUniqueWide.cpp,reloc-derived;call-sites=2;identity=generated
??0S4Guarded0055BA20@@QAE@H@Z,0x005538A0,1082,Code/GameEngine/Source/Common/S4GuardedNewWithOneArg.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_005543a0@@UAE@XZ,0x00553EE0,702,Code/gen_small/dtors_006.cpp,reloc-derived;call-sites=1;identity=generated
??0BfmeOnlineProfileScreen@@QAE@PAX@Z,0x00557C00,1659,Code/GameEngine/Source/GameClient/AptScreenFactories.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_00558f80@@UAE@XZ,0x005587F0,172,Code/gen_small/dtors_006.cpp,reloc-derived;call-sites=1;identity=generated
?rva005588E0Ready@BfmeAptScreenOnlineQuickMatch@@QAE_NXZ,0x005588E0,259,Code/GameEngine/Source/GameClient/BfmeAptScreenOnlineQuickMatchUpdate.cpp,reloc-derived;call-sites=1;identity=generated
?rva00558A30Ready@BfmeAptScreenOnlineQuickMatch@@QAE_NXZ,0x00558A30,332,Code/GameEngine/Source/GameClient/BfmeAptScreenOnlineQuickMatchUpdate.cpp,reloc-derived;call-sites=1;identity=generated
??0S4Guarded0055BC20@@QAE@H@Z,0x00559400,755,Code/GameEngine/Source/Common/S4GuardedNewWithOneArg.cpp,reloc-derived;call-sites=1;identity=real
?rva00559E60Ready@BfmeAptScreenOnlineQuickMatch@@QAE_NXZ,0x00559E60,787,Code/GameEngine/Source/GameClient/BfmeAptScreenOnlineQuickMatchUpdate.cpp,reloc-derived;call-sites=1;identity=generated
?_bfme_sendStartQuickMatchRequest@BfmeAptScreenOnlineQuickMatch@@QAEXXZ,0x0055B200,1552,Code/GameEngine/Source/GameClient/BfmeAptScreenOnlineQuickMatchUpdate.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_0055d000@@UAE@XZ,0x0055CB50,297,Code/gen_small/dtors_006.cpp,reloc-derived;call-sites=1;identity=generated
??0BfmeAptScreenOnlineShell@@QAE@PAX@Z,0x0055D150,1060,Code/GameEngine/Source/GameClient/AptScreenFactories.cpp,reloc-derived;call-sites=1;identity=real
?Rva00519C90Second@@YAXHH@Z,0x0055E290,114,Code/GameEngine/Source/Common/Rva00519C90Call.cpp,reloc-derived;call-sites=4;identity=generated
??1Gen_dtor_0055ef60@@UAE@XZ,0x0055E320,255,Code/gen_small/dtors_006.cpp,reloc-derived;call-sites=1;identity=generated
??0BfmeAptScreenOptions@@QAE@PAX@Z,0x00563370,1073,Code/GameEngine/Source/GameClient/AptScreenFactories.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_00566ae0@@UAE@XZ,0x005668C0,300,Code/gen_small/dtors_006.cpp,reloc-derived;call-sites=1;identity=generated
??4Rva005673A0Vec@@QAEAAV0@ABV0@@Z,0x005673A0,127,Code/GameEngine/Source/Common/Rva005674A0Assign.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00569de0@@UAE@XZ,0x00569720,504,Code/gen_small/dtors_006.cpp,reloc-derived;call-sites=1;identity=generated
??0BfmeAptScreenQuitMenu@@QAE@PAX@Z,0x0056A2F0,1024,Code/GameEngine/Source/GameClient/AptScreenFactories.cpp,reloc-derived;call-sites=1;identity=real
?Rva0051D990Second@@YAXHHH@Z,0x0056BFA0,188,Code/GameEngine/Source/Common/Rva0051D990Call.cpp,reloc-derived;call-sites=2;identity=generated
?finishState14@Rva56E070StateOwner@@QAEXXZ,0x0056C210,205,Code/GameEngine/Source/GameClient/Rva56E070StateDispatch.cpp,reloc-derived;call-sites=1;identity=real
?Gen0056C3F0@@YAHHH@Z,0x0056C3F0,219,Code/GameEngine/Source/Common/BigObfHookWrappers.cpp,reloc-derived;call-sites=1;identity=generated
?Gen0056C530@@YAHHH@Z,0x0056C530,220,Code/GameEngine/Source/Common/BigObfHookWrappers.cpp,reloc-derived;call-sites=1;identity=generated
?Gen0056C670@@YAHHH@Z,0x0056C670,219,Code/GameEngine/Source/Common/BigObfHookWrappers.cpp,reloc-derived;call-sites=1;identity=generated
?Gen0056C7A0@@YAHHH@Z,0x0056C7A0,220,Code/GameEngine/Source/Common/BigObfHookWrappers.cpp,reloc-derived;call-sites=1;identity=generated
?finishState16@Rva56E070StateOwner@@QAEXXZ,0x0056D430,255,Code/GameEngine/Source/GameClient/Rva56E070StateDispatch.cpp,reloc-derived;call-sites=1;identity=real
?finishState15@Rva56E070StateOwner@@QAEXXZ,0x0056DB70,467,Code/GameEngine/Source/GameClient/Rva56E070StateDispatch.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_0056e830@@UAE@XZ,0x0056E230,753,Code/gen_small/dtors_006.cpp,reloc-derived;call-sites=1;identity=generated
??0BfmeAptScreenSaveLoad@@QAE@PAX@Z,0x0056E980,1719,Code/GameEngine/Source/GameClient/AptScreenFactories.cpp,reloc-derived;call-sites=1;identity=real
?rva571c40@@YAXPAVRva572670Record@@HHV1@H@Z,0x00571C40,200,Code/GameEngine/Source/Common/System/Rva572670.cpp,reloc-derived;call-sites=1;identity=real
?gen005726F0@@YAXPAX00HH@Z,0x005726F0,148,Code/GameEngine/Source/Common/ConstantZeroForwarders.cpp,reloc-derived;call-sites=1;identity=generated
?gen005727E0@@YAXPAX00HH@Z,0x005727E0,154,Code/GameEngine/Source/Common/ConstantZeroForwarders.cpp,reloc-derived;call-sites=1;identity=generated
?rva00573000@@YAXXZ,0x00573000,359,Code/GameEngine/Source/Common/Rva005731C0Call.cpp,reloc-derived;call-sites=2;identity=generated
?_M_insert_overflow@?$vector@UGen_t_00574d30_p8pod@@V?$allocator@UGen_t_00574d30_p8pod@@@_STL@@@_STL@@IAEXPAUGen_t_00574d30_p8pod@@ABU3@ABU__false_type@2@I_N@Z,0x005740A0,302,Code/gen_small/tgrid_134.cpp,reloc-derived;call-sites=1;identity=generated
